Date,Product ID,Product Quantity,Units sold,Day,Month,Year,DayOfWeek,Category,DayType,Week_of_Year,Rainfall
2023-10-20,5,1.5L,1,20,10,2023,Friday,COLD BEVERAGE,Weekday,42,11.4
2023-09-13,5,1.5L,1,13,9,2023,Wednesday,COLD BEVERAGE,Weekday,37,2.6
2023-10-21,5,1.5L,1,21,10,2023,Saturday,COLD BEVERAGE,Weekend,42,33.0
2023-10-22,5,1.5L,3,22,10,2023,Sunday,COLD BEVERAGE,Weekend,42,13.9
2023-10-22,5,1.5L,1,22,10,2023,Sunday,COLD BEVERAGE,Weekend,42,13.9
2023-10-25,5,1.5L,4,25,10,2023,Wednesday,COLD BEVERAGE,Weekday,43,0.3
2023-10-26,5,1.5L,1,26,10,2023,Thursday,COLD BEVERAGE,Weekday,43,2.9
2023-10-26,5,1.5L,2,26,10,2023,Thursday,COLD BEVERAGE,Weekday,43,2.9
2023-10-29,5,1.5L,1,29,10,2023,Sunday,COLD BEVERAGE,Weekend,43,25.6
2023-10-27,5,1.5L,2,27,10,2023,Friday,COLD BEVERAGE,Weekday,43,2.1
2023-10-28,5,1.5L,1,28,10,2023,Saturday,COLD BEVERAGE,Weekend,43,10.5
2023-10-29,5,1.5L,1,29,10,2023,Sunday,COLD BEVERAGE,Weekend,43,25.6
2023-10-30,5,1.5L,2,30,10,2023,Monday,COLD BEVERAGE,Weekday,44,28.9
2023-10-30,5,1.5L,1,30,10,2023,Monday,COLD BEVERAGE,Weekday,44,28.9
2023-10-31,5,1.5L,2,31,10,2023,Tuesday,COLD BEVERAGE,Weekday,44,92.1
2023-08-30,5,1.5L,1,30,8,2023,Wednesday,COLD BEVERAGE,Weekday,35,17.3
2023-08-30,5,1.5L,1,30,8,2023,Wednesday,COLD BEVERAGE,Weekday,35,17.3
2023-08-29,5,1.5L,1,29,8,2023,Tuesday,COLD BEVERAGE,Weekday,35,6.1
2023-08-29,5,1.5L,2,29,8,2023,Tuesday,COLD BEVERAGE,Weekday,35,6.1
2023-08-30,5,1.5L,3,30,8,2023,Wednesday,COLD BEVERAGE,Weekday,35,17.3
2023-10-08,5,1.5L,2,8,10,2023,Sunday,COLD BEVERAGE,Weekend,40,0.0
2023-08-31,5,1.5L,1,31,8,2023,Thursday,COLD BEVERAGE,Weekday,35,40.5
2023-10-09,5,1.5L,2,9,10,2023,Monday,COLD BEVERAGE,Weekday,41,0.0
2023-09-27,5,1.5L,1,27,9,2023,Wednesday,COLD BEVERAGE,Weekday,39,42.4
2023-09-27,5,1.5L,1,27,9,2023,Wednesday,COLD BEVERAGE,Weekday,39,42.4
2023-10-15,5,1.5L,2,15,10,2023,Sunday,COLD BEVERAGE,Weekend,41,14.9
2023-10-15,5,1.5L,1,15,10,2023,Sunday,COLD BEVERAGE,Weekend,41,14.9
2023-10-16,5,1.5L,1,16,10,2023,Monday,COLD BEVERAGE,Weekday,42,41.6
2023-10-25,5,1.5L,1,25,10,2023,Wednesday,COLD BEVERAGE,Weekday,43,0.3
2023-10-27,5,1.5L,5,27,10,2023,Friday,COLD BEVERAGE,Weekday,43,2.1
2023-10-28,5,1.5L,1,28,10,2023,Saturday,COLD BEVERAGE,Weekend,43,10.5
2022-12-22,5,1.5L,1,22,12,2022,Thursday,COLD BEVERAGE,Weekday,51,0.5
2022-12-21,5,1.5L,3,21,12,2022,Wednesday,COLD BEVERAGE,Weekday,51,0.2
2022-12-23,5,1.5L,4,23,12,2022,Friday,COLD BEVERAGE,Weekday,51,0.0
2022-12-23,5,1.5L,4,23,12,2022,Friday,COLD BEVERAGE,Weekday,51,0.0
2022-12-23,5,1.5L,2,23,12,2022,Friday,COLD BEVERAGE,Weekday,51,0.0
2022-12-23,5,1.5L,6,23,12,2022,Friday,COLD BEVERAGE,Weekday,51,0.0
2022-12-23,5,1.5L,3,23,12,2022,Friday,COLD BEVERAGE,Weekday,51,0.0
2022-12-12,5,1.5L,1,12,12,2022,Monday,COLD BEVERAGE,Weekday,50,0.0
2022-12-11,5,1.5L,1,11,12,2022,Sunday,COLD BEVERAGE,Weekend,49,7.7
2022-12-11,5,1.5L,1,11,12,2022,Sunday,COLD BEVERAGE,Weekend,49,7.7
2022-12-08,5,1.5L,1,8,12,2022,Thursday,COLD BEVERAGE,Weekday,49,0.6
2022-12-08,5,1.5L,2,8,12,2022,Thursday,COLD BEVERAGE,Weekday,49,0.6
2022-12-10,5,1.5L,1,10,12,2022,Saturday,COLD BEVERAGE,Weekend,49,47.4
2022-12-09,5,1.5L,4,9,12,2022,Friday,COLD BEVERAGE,Weekday,49,16.3
2022-12-09,5,1.5L,1,9,12,2022,Friday,COLD BEVERAGE,Weekday,49,16.3
2022-12-08,5,1.5L,1,8,12,2022,Thursday,COLD BEVERAGE,Weekday,49,0.6
2022-12-12,5,1.5L,4,12,12,2022,Monday,COLD BEVERAGE,Weekday,50,0.0
2023-10-29,5,1.5L,1,29,10,2023,Sunday,COLD BEVERAGE,Weekend,43,25.6
2023-10-24,5,1.5L,1,24,10,2023,Tuesday,COLD BEVERAGE,Weekday,43,0.3
2023-06-09,5,1.5L,1,9,6,2023,Friday,COLD BEVERAGE,Weekday,23,1.5
2023-06-09,5,1.5L,1,9,6,2023,Friday,COLD BEVERAGE,Weekday,23,1.5
2023-06-10,5,1.5L,2,10,6,2023,Saturday,COLD BEVERAGE,Weekend,23,13.4
2023-06-20,5,1.5L,2,20,6,2023,Tuesday,COLD BEVERAGE,Weekday,25,6.2
2023-06-20,5,1.5L,1,20,6,2023,Tuesday,COLD BEVERAGE,Weekday,25,6.2
2023-06-20,5,1.5L,2,20,6,2023,Tuesday,COLD BEVERAGE,Weekday,25,6.2
2023-06-22,5,1.5L,2,22,6,2023,Thursday,COLD BEVERAGE,Weekday,25,0.0
2023-06-22,5,1.5L,2,22,6,2023,Thursday,COLD BEVERAGE,Weekday,25,0.0
2023-06-25,5,1.5L,2,25,6,2023,Sunday,COLD BEVERAGE,Weekend,25,3.6
2023-06-25,5,1.5L,1,25,6,2023,Sunday,COLD BEVERAGE,Weekend,25,3.6
2023-07-02,5,1.5L,2,2,7,2023,Sunday,COLD BEVERAGE,Weekend,26,6.1
2023-07-01,5,1.5L,1,1,7,2023,Saturday,COLD BEVERAGE,Weekend,26,1.3
2023-07-02,5,1.5L,1,2,7,2023,Sunday,COLD BEVERAGE,Weekend,26,6.1
2023-07-08,5,1.5L,2,8,7,2023,Saturday,COLD BEVERAGE,Weekend,27,0.0
2023-07-09,5,1.5L,1,9,7,2023,Sunday,COLD BEVERAGE,Weekend,27,0.1
2023-07-09,5,1.5L,1,9,7,2023,Sunday,COLD BEVERAGE,Weekend,27,0.1
2023-07-09,5,1.5L,2,9,7,2023,Sunday,COLD BEVERAGE,Weekend,27,0.1
2023-07-07,5,1.5L,2,7,7,2023,Friday,COLD BEVERAGE,Weekday,27,0.8
2023-07-11,5,1.5L,1,11,7,2023,Tuesday,COLD BEVERAGE,Weekday,28,0.0
2023-07-17,5,1.5L,2,17,7,2023,Monday,COLD BEVERAGE,Weekday,29,0.0
2023-07-18,5,1.5L,3,18,7,2023,Tuesday,COLD BEVERAGE,Weekday,29,0.0
2023-07-18,5,1.5L,1,18,7,2023,Tuesday,COLD BEVERAGE,Weekday,29,0.0
2023-07-17,5,1.5L,3,17,7,2023,Monday,COLD BEVERAGE,Weekday,29,0.0
2023-07-18,5,1.5L,2,18,7,2023,Tuesday,COLD BEVERAGE,Weekday,29,0.0
2023-07-25,5,1.5L,1,25,7,2023,Tuesday,COLD BEVERAGE,Weekday,30,32.8
2023-07-26,5,1.5L,1,26,7,2023,Wednesday,COLD BEVERAGE,Weekday,30,0.1
2023-07-26,5,1.5L,1,26,7,2023,Wednesday,COLD BEVERAGE,Weekday,30,0.1
2023-07-27,5,1.5L,3,27,7,2023,Thursday,COLD BEVERAGE,Weekday,30,0.0
2023-07-28,5,1.5L,1,28,7,2023,Friday,COLD BEVERAGE,Weekday,30,0.0
2023-07-28,5,1.5L,2,28,7,2023,Friday,COLD BEVERAGE,Weekday,30,0.0
2023-07-26,5,1.5L,1,26,7,2023,Wednesday,COLD BEVERAGE,Weekday,30,0.1
2023-07-27,5,1.5L,1,27,7,2023,Thursday,COLD BEVERAGE,Weekday,30,0.0
2023-07-28,5,1.5L,3,28,7,2023,Friday,COLD BEVERAGE,Weekday,30,0.0
2023-07-28,5,1.5L,2,28,7,2023,Friday,COLD BEVERAGE,Weekday,30,0.0
2023-07-28,5,1.5L,2,28,7,2023,Friday,COLD BEVERAGE,Weekday,30,0.0
2023-07-28,5,1.5L,1,28,7,2023,Friday,COLD BEVERAGE,Weekday,30,0.0
2023-08-02,5,1.5L,1,2,8,2023,Wednesday,COLD BEVERAGE,Weekday,31,0.0
2023-08-02,5,1.5L,1,2,8,2023,Wednesday,COLD BEVERAGE,Weekday,31,0.0
2023-08-02,5,1.5L,1,2,8,2023,Wednesday,COLD BEVERAGE,Weekday,31,0.0
2023-08-02,5,1.5L,1,2,8,2023,Wednesday,COLD BEVERAGE,Weekday,31,0.0
2023-08-04,5,1.5L,6,4,8,2023,Friday,COLD BEVERAGE,Weekday,31,0.6
2023-08-04,5,1.5L,1,4,8,2023,Friday,COLD BEVERAGE,Weekday,31,0.6
2023-08-03,5,1.5L,2,3,8,2023,Thursday,COLD BEVERAGE,Weekday,31,0.0
2023-08-06,5,1.5L,1,6,8,2023,Sunday,COLD BEVERAGE,Weekend,31,0.0
2023-08-06,5,1.5L,1,6,8,2023,Sunday,COLD BEVERAGE,Weekend,31,0.0
2023-08-06,5,1.5L,2,6,8,2023,Sunday,COLD BEVERAGE,Weekend,31,0.0
2023-08-07,5,1.5L,1,7,8,2023,Monday,COLD BEVERAGE,Weekday,32,0.0
2023-08-08,5,1.5L,1,8,8,2023,Tuesday,COLD BEVERAGE,Weekday,32,0.0
2023-08-08,5,1.5L,2,8,8,2023,Tuesday,COLD BEVERAGE,Weekday,32,0.0
2023-07-26,5,1.5L,1,26,7,2023,Wednesday,COLD BEVERAGE,Weekday,30,0.1
2023-07-24,5,1.5L,1,24,7,2023,Monday,COLD BEVERAGE,Weekday,30,2.2
2023-07-24,5,1.5L,2,24,7,2023,Monday,COLD BEVERAGE,Weekday,30,2.2
2023-07-24,5,1.5L,1,24,7,2023,Monday,COLD BEVERAGE,Weekday,30,2.2
2023-07-23,5,1.5L,1,23,7,2023,Sunday,COLD BEVERAGE,Weekend,29,6.2
2023-07-23,5,1.5L,2,23,7,2023,Sunday,COLD BEVERAGE,Weekend,29,6.2
2023-07-23,5,1.5L,3,23,7,2023,Sunday,COLD BEVERAGE,Weekend,29,6.2
2023-07-15,5,1.5L,1,15,7,2023,Saturday,COLD BEVERAGE,Weekend,28,0.0
2023-07-16,5,1.5L,1,16,7,2023,Sunday,COLD BEVERAGE,Weekend,28,0.0
2023-07-16,5,1.5L,1,16,7,2023,Sunday,COLD BEVERAGE,Weekend,28,0.0
2023-07-16,5,1.5L,2,16,7,2023,Sunday,COLD BEVERAGE,Weekend,28,0.0
2023-07-15,5,1.5L,2,15,7,2023,Saturday,COLD BEVERAGE,Weekend,28,0.0
2023-07-29,5,1.5L,1,29,7,2023,Saturday,COLD BEVERAGE,Weekend,30,0.0
2023-06-21,5,1.5L,1,21,6,2023,Wednesday,COLD BEVERAGE,Weekday,25,6.5
2023-06-21,5,1.5L,1,21,6,2023,Wednesday,COLD BEVERAGE,Weekday,25,6.5
2023-06-21,5,1.5L,1,21,6,2023,Wednesday,COLD BEVERAGE,Weekday,25,6.5
2023-06-19,5,1.5L,1,19,6,2023,Monday,COLD BEVERAGE,Weekday,25,1.2
2023-06-18,5,1.5L,1,18,6,2023,Sunday,COLD BEVERAGE,Weekend,24,0.0
2023-06-17,5,1.5L,1,17,6,2023,Saturday,COLD BEVERAGE,Weekend,24,1.0
2023-06-06,5,1.5L,1,6,6,2023,Tuesday,COLD BEVERAGE,Weekday,23,0.7
2023-06-06,5,1.5L,1,6,6,2023,Tuesday,COLD BEVERAGE,Weekday,23,0.7
2023-07-11,5,1.5L,1,11,7,2023,Tuesday,COLD BEVERAGE,Weekday,28,0.0
2023-07-12,5,1.5L,2,12,7,2023,Wednesday,COLD BEVERAGE,Weekday,28,10.7
2023-07-12,5,1.5L,1,12,7,2023,Wednesday,COLD BEVERAGE,Weekday,28,10.7
2022-01-10,4,4L,1,10,1,2022,Monday,ICE CREAM,Weekday,2,0.1
2022-03-13,4,4L,1,13,3,2022,Sunday,ICE CREAM,Weekend,10,20.2
2022-03-16,4,4L,2,16,3,2022,Wednesday,ICE CREAM,Weekday,11,0.0
2022-01-01,4,4L,1,1,1,2022,Saturday,ICE CREAM,Weekend,52,0.1
2022-01-30,4,4L,1,30,1,2022,Sunday,ICE CREAM,Weekend,4,0.0
2022-01-19,4,4L,1,19,1,2022,Wednesday,ICE CREAM,Weekday,3,0.0
2022-02-05,4,4L,1,5,2,2022,Saturday,ICE CREAM,Weekend,5,0.0
2022-02-10,4,4L,1,10,2,2022,Thursday,ICE CREAM,Weekday,6,0.0
2022-03-22,4,4L,1,22,3,2022,Tuesday,ICE CREAM,Weekday,12,0.0
2022-03-30,4,4L,1,30,3,2022,Wednesday,ICE CREAM,Weekday,13,0.0
2022-04-01,4,4L,1,1,4,2022,Friday,ICE CREAM,Weekday,13,0.2
2022-04-02,4,4L,1,2,4,2022,Saturday,ICE CREAM,Weekend,13,0.0
2022-06-09,4,4L,1,9,6,2022,Thursday,ICE CREAM,Weekday,23,4.2
2022-08-18,4,4L,1,18,8,2022,Thursday,ICE CREAM,Weekday,33,0.3
2022-09-13,4,4L,1,13,9,2022,Tuesday,ICE CREAM,Weekday,37,0.0
2022-11-01,4,4L,1,1,11,2022,Tuesday,ICE CREAM,Weekday,44,35.2
2022-05-02,4,4L,1,2,5,2022,Monday,ICE CREAM,Weekday,18,0.4
2022-04-18,4,4L,1,18,4,2022,Monday,ICE CREAM,Weekday,16,3.2
2022-04-18,4,4L,1,18,4,2022,Monday,ICE CREAM,Weekday,16,3.2
2022-05-08,4,4L,1,8,5,2022,Sunday,ICE CREAM,Weekend,18,0.0
2022-05-08,4,4L,1,8,5,2022,Sunday,ICE CREAM,Weekend,18,0.0
2022-04-20,4,4L,1,20,4,2022,Wednesday,ICE CREAM,Weekday,16,25.6
2022-06-04,4,4L,1,4,6,2022,Saturday,ICE CREAM,Weekend,22,4.8
2022-08-15,4,4L,1,15,8,2022,Monday,ICE CREAM,Weekday,33,0.0
2022-09-02,4,4L,1,2,9,2022,Friday,ICE CREAM,Weekday,35,2.5
2022-09-29,4,4L,1,29,9,2022,Thursday,ICE CREAM,Weekday,39,5.3
2022-06-14,4,4L,1,14,6,2022,Tuesday,ICE CREAM,Weekday,24,1.1
2022-09-30,4,4L,1,30,9,2022,Friday,ICE CREAM,Weekday,39,3.8
2022-10-02,4,4L,1,2,10,2022,Sunday,ICE CREAM,Weekend,39,0.0
2022-07-08,4,4L,3,8,7,2022,Friday,ICE CREAM,Weekday,27,0.0
2022-09-11,4,4L,1,11,9,2022,Sunday,ICE CREAM,Weekend,36,0.0
2022-08-28,4,4L,1,28,8,2022,Sunday,ICE CREAM,Weekend,34,0.0
2022-11-15,4,4L,1,15,11,2022,Tuesday,ICE CREAM,Weekday,46,0.0
2022-09-19,4,4L,1,19,9,2022,Monday,ICE CREAM,Weekday,38,0.0
2022-11-27,4,4L,1,27,11,2022,Sunday,ICE CREAM,Weekend,47,0.0
2022-12-22,4,4L,3,22,12,2022,Thursday,ICE CREAM,Weekday,51,0.5
2023-01-04,4,4L,1,4,1,2023,Wednesday,ICE CREAM,Weekday,1,0.0
2023-02-12,4,4L,1,12,2,2023,Sunday,ICE CREAM,Weekend,6,0.0
2023-03-26,4,4L,1,26,3,2023,Sunday,ICE CREAM,Weekend,12,1.6
2023-04-29,4,4L,1,29,4,2023,Saturday,ICE CREAM,Weekend,17,48.6
2023-05-20,4,4L,1,20,5,2023,Saturday,ICE CREAM,Weekend,20,31.1
2023-09-23,4,4L,2,23,9,2023,Saturday,ICE CREAM,Weekend,38,1.0
2023-10-02,4,4L,1,2,10,2023,Monday,ICE CREAM,Weekday,40,20.8
2023-10-20,4,4L,1,20,10,2023,Friday,ICE CREAM,Weekday,42,11.4
2023-10-21,4,4L,1,21,10,2023,Saturday,ICE CREAM,Weekend,42,33.0
2023-09-08,4,4L,1,8,9,2023,Friday,ICE CREAM,Weekday,36,0.7
2022-12-01,4,4L,1,1,12,2022,Thursday,ICE CREAM,Weekday,48,0.0
2023-02-06,4,4L,1,6,2,2023,Monday,ICE CREAM,Weekday,6,0.0
2023-02-09,4,4L,1,9,2,2023,Thursday,ICE CREAM,Weekday,6,0.0
2023-03-19,4,4L,1,19,3,2023,Sunday,ICE CREAM,Weekend,11,32.7
2023-03-19,4,4L,1,19,3,2023,Sunday,ICE CREAM,Weekend,11,32.7
2023-02-28,4,4L,1,28,2,2023,Tuesday,ICE CREAM,Weekday,9,0.0
2023-04-03,4,4L,1,3,4,2023,Monday,ICE CREAM,Weekday,14,3.4
2023-05-18,4,4L,1,18,5,2023,Thursday,ICE CREAM,Weekday,20,0.0
2023-04-09,4,4L,1,9,4,2023,Sunday,ICE CREAM,Weekend,14,0.0
2023-04-23,4,4L,1,23,4,2023,Sunday,ICE CREAM,Weekend,16,0.0
2023-04-21,4,4L,1,21,4,2023,Friday,ICE CREAM,Weekday,16,10.6
2023-06-17,4,4L,1,17,6,2023,Saturday,ICE CREAM,Weekend,24,1.0
2023-06-17,4,4L,2,17,6,2023,Saturday,ICE CREAM,Weekend,24,1.0
2023-06-27,4,4L,2,27,6,2023,Tuesday,ICE CREAM,Weekday,26,1.3
2023-06-04,4,4L,1,4,6,2023,Sunday,ICE CREAM,Weekend,22,2.0
2023-06-19,4,4L,1,19,6,2023,Monday,ICE CREAM,Weekday,25,1.2
2023-07-31,4,4L,1,31,7,2023,Monday,ICE CREAM,Weekday,31,0.0
2023-07-31,4,4L,2,31,7,2023,Monday,ICE CREAM,Weekday,31,0.0
2023-08-10,4,4L,1,10,8,2023,Thursday,ICE CREAM,Weekday,32,0.0
2023-09-03,4,4L,1,3,9,2023,Sunday,ICE CREAM,Weekend,35,48.7
2023-09-13,4,4L,2,13,9,2023,Wednesday,ICE CREAM,Weekday,37,2.6
2023-10-03,4,4L,1,3,10,2023,Tuesday,ICE CREAM,Weekday,40,63.0
2023-10-24,4,4L,1,24,10,2023,Tuesday,ICE CREAM,Weekday,43,0.3
2022-01-01,6,1.5L,1,1,1,2022,Saturday,COLD BEVERAGE,Weekend,52,0.1
2022-01-01,6,1.5L,2,1,1,2022,Saturday,COLD BEVERAGE,Weekend,52,0.1
2022-01-02,6,1.5L,1,2,1,2022,Sunday,COLD BEVERAGE,Weekend,52,7.6
2022-01-02,6,1.5L,1,2,1,2022,Sunday,COLD BEVERAGE,Weekend,52,7.6
2022-01-01,6,1.5L,2,1,1,2022,Saturday,COLD BEVERAGE,Weekend,52,0.1
2022-01-02,6,1.5L,1,2,1,2022,Sunday,COLD BEVERAGE,Weekend,52,7.6
2022-01-02,6,1.5L,1,2,1,2022,Sunday,COLD BEVERAGE,Weekend,52,7.6
2022-01-22,6,1.5L,2,22,1,2022,Saturday,COLD BEVERAGE,Weekend,3,0.0
2022-01-21,6,1.5L,1,21,1,2022,Friday,COLD BEVERAGE,Weekday,3,0.0
2022-01-21,6,1.5L,1,21,1,2022,Friday,COLD BEVERAGE,Weekday,3,0.0
2022-01-21,6,1.5L,1,21,1,2022,Friday,COLD BEVERAGE,Weekday,3,0.0
2022-01-21,6,1.5L,1,21,1,2022,Friday,COLD BEVERAGE,Weekday,3,0.0
2022-01-22,6,1.5L,2,22,1,2022,Saturday,COLD BEVERAGE,Weekend,3,0.0
2022-01-23,6,1.5L,2,23,1,2022,Sunday,COLD BEVERAGE,Weekend,3,0.0
2022-01-24,6,1.5L,1,24,1,2022,Monday,COLD BEVERAGE,Weekday,4,58.6
2022-01-04,6,1.5L,2,4,1,2022,Tuesday,COLD BEVERAGE,Weekday,1,0.0
2022-01-04,6,1.5L,1,4,1,2022,Tuesday,COLD BEVERAGE,Weekday,1,0.0
2022-01-05,6,1.5L,1,5,1,2022,Wednesday,COLD BEVERAGE,Weekday,1,0.0
2022-01-06,6,1.5L,1,6,1,2022,Thursday,COLD BEVERAGE,Weekday,1,0.0
2022-01-07,6,1.5L,2,7,1,2022,Friday,COLD BEVERAGE,Weekday,1,0.0
2022-01-15,6,1.5L,1,15,1,2022,Saturday,COLD BEVERAGE,Weekend,2,2.3
2022-01-15,6,1.5L,1,15,1,2022,Saturday,COLD BEVERAGE,Weekend,2,2.3
2022-01-16,6,1.5L,1,16,1,2022,Sunday,COLD BEVERAGE,Weekend,2,0.0
2022-01-17,6,1.5L,2,17,1,2022,Monday,COLD BEVERAGE,Weekday,3,0.0
2022-01-16,6,1.5L,2,16,1,2022,Sunday,COLD BEVERAGE,Weekend,2,0.0
2022-01-17,6,1.5L,1,17,1,2022,Monday,COLD BEVERAGE,Weekday,3,0.0
2022-01-16,6,1.5L,3,16,1,2022,Sunday,COLD BEVERAGE,Weekend,2,0.0
2022-01-16,6,1.5L,1,16,1,2022,Sunday,COLD BEVERAGE,Weekend,2,0.0
2022-01-18,6,1.5L,3,18,1,2022,Tuesday,COLD BEVERAGE,Weekday,3,0.0
2022-01-18,6,1.5L,1,18,1,2022,Tuesday,COLD BEVERAGE,Weekday,3,0.0
2022-01-19,6,1.5L,1,19,1,2022,Wednesday,COLD BEVERAGE,Weekday,3,0.0
2022-01-11,6,1.5L,1,11,1,2022,Tuesday,COLD BEVERAGE,Weekday,2,0.0
2022-01-11,6,1.5L,1,11,1,2022,Tuesday,COLD BEVERAGE,Weekday,2,0.0
2022-01-12,6,1.5L,2,12,1,2022,Wednesday,COLD BEVERAGE,Weekday,2,0.0
2022-01-13,6,1.5L,2,13,1,2022,Thursday,COLD BEVERAGE,Weekday,2,0.0
2022-01-25,6,1.5L,2,25,1,2022,Tuesday,COLD BEVERAGE,Weekday,4,0.0
2022-01-26,6,1.5L,1,26,1,2022,Wednesday,COLD BEVERAGE,Weekday,4,0.0
2022-01-27,6,1.5L,2,27,1,2022,Thursday,COLD BEVERAGE,Weekday,4,0.0
2022-02-11,6,1.5L,1,11,2,2022,Friday,COLD BEVERAGE,Weekday,6,0.2
2022-02-13,6,1.5L,2,13,2,2022,Sunday,COLD BEVERAGE,Weekend,6,0.0
2022-02-15,6,1.5L,1,15,2,2022,Tuesday,COLD BEVERAGE,Weekday,7,0.0
2022-02-15,6,1.5L,1,15,2,2022,Tuesday,COLD BEVERAGE,Weekday,7,0.0
2022-07-20,6,1.5L,1,20,7,2022,Wednesday,COLD BEVERAGE,Weekday,29,0.0
2022-01-08,6,1.5L,2,8,1,2022,Saturday,COLD BEVERAGE,Weekend,1,0.0
2022-01-09,6,1.5L,2,9,1,2022,Sunday,COLD BEVERAGE,Weekend,1,0.3
2022-01-09,6,1.5L,5,9,1,2022,Sunday,COLD BEVERAGE,Weekend,1,0.3
2022-01-08,6,1.5L,1,8,1,2022,Saturday,COLD BEVERAGE,Weekend,1,0.0
2022-01-09,6,1.5L,2,9,1,2022,Sunday,COLD BEVERAGE,Weekend,1,0.3
2022-01-26,6,1.5L,1,26,1,2022,Wednesday,COLD BEVERAGE,Weekday,4,0.0
2022-01-27,6,1.5L,3,27,1,2022,Thursday,COLD BEVERAGE,Weekday,4,0.0
2022-01-28,6,1.5L,3,28,1,2022,Friday,COLD BEVERAGE,Weekday,4,0.0
2022-01-29,6,1.5L,1,29,1,2022,Saturday,COLD BEVERAGE,Weekend,4,0.0
2022-01-31,6,1.5L,1,31,1,2022,Monday,COLD BEVERAGE,Weekday,5,0.0
2022-07-02,6,1.5L,1,2,7,2022,Saturday,COLD BEVERAGE,Weekend,26,0.9
2022-01-29,6,1.5L,2,29,1,2022,Saturday,COLD BEVERAGE,Weekend,4,0.0
2022-07-20,6,1.5L,1,20,7,2022,Wednesday,COLD BEVERAGE,Weekday,29,0.0
2022-07-22,6,1.5L,1,22,7,2022,Friday,COLD BEVERAGE,Weekday,29,1.1
2022-07-20,6,1.5L,1,20,7,2022,Wednesday,COLD BEVERAGE,Weekday,29,0.0
2022-01-13,6,1.5L,3,13,1,2022,Thursday,COLD BEVERAGE,Weekday,2,0.0
2022-01-14,6,1.5L,1,14,1,2022,Friday,COLD BEVERAGE,Weekday,2,0.0
2022-01-13,6,1.5L,1,13,1,2022,Thursday,COLD BEVERAGE,Weekday,2,0.0
2022-01-14,6,1.5L,1,14,1,2022,Friday,COLD BEVERAGE,Weekday,2,0.0
2022-01-14,6,1.5L,4,14,1,2022,Friday,COLD BEVERAGE,Weekday,2,0.0
2022-02-02,6,1.5L,2,2,2,2022,Wednesday,COLD BEVERAGE,Weekday,5,0.0
2022-01-31,6,1.5L,3,31,1,2022,Monday,COLD BEVERAGE,Weekday,5,0.0
2022-07-26,6,1.5L,2,26,7,2022,Tuesday,COLD BEVERAGE,Weekday,30,0.0
2022-01-20,6,1.5L,2,20,1,2022,Thursday,COLD BEVERAGE,Weekday,3,0.0
2022-01-20,6,1.5L,1,20,1,2022,Thursday,COLD BEVERAGE,Weekday,3,0.0
2022-02-08,6,1.5L,1,8,2,2022,Tuesday,COLD BEVERAGE,Weekday,6,0.0
2022-02-09,6,1.5L,2,9,2,2022,Wednesday,COLD BEVERAGE,Weekday,6,0.0
2022-02-09,6,1.5L,1,9,2,2022,Wednesday,COLD BEVERAGE,Weekday,6,0.0
2022-02-09,6,1.5L,1,9,2,2022,Wednesday,COLD BEVERAGE,Weekday,6,0.0
2022-02-06,6,1.5L,2,6,2,2022,Sunday,COLD BEVERAGE,Weekend,5,0.0
2022-02-05,6,1.5L,1,5,2,2022,Saturday,COLD BEVERAGE,Weekend,5,0.0
2022-02-06,6,1.5L,3,6,2,2022,Sunday,COLD BEVERAGE,Weekend,5,0.0
2022-02-06,6,1.5L,1,6,2,2022,Sunday,COLD BEVERAGE,Weekend,5,0.0
2022-02-06,6,1.5L,1,6,2,2022,Sunday,COLD BEVERAGE,Weekend,5,0.0
2022-02-10,6,1.5L,1,10,2,2022,Thursday,COLD BEVERAGE,Weekday,6,0.0
2022-07-31,6,1.5L,1,31,7,2022,Sunday,COLD BEVERAGE,Weekend,30,0.0
2022-07-28,6,1.5L,1,28,7,2022,Thursday,COLD BEVERAGE,Weekday,30,0.2
2022-07-27,6,1.5L,1,27,7,2022,Wednesday,COLD BEVERAGE,Weekday,30,2.0
2022-07-27,6,1.5L,1,27,7,2022,Wednesday,COLD BEVERAGE,Weekday,30,2.0
2022-07-29,6,1.5L,1,29,7,2022,Friday,COLD BEVERAGE,Weekday,30,0.7
2022-07-29,6,1.5L,1,29,7,2022,Friday,COLD BEVERAGE,Weekday,30,0.7
2022-07-30,6,1.5L,1,30,7,2022,Saturday,COLD BEVERAGE,Weekend,30,0.0
2022-07-30,6,1.5L,2,30,7,2022,Saturday,COLD BEVERAGE,Weekend,30,0.0
2022-08-25,6,1.5L,2,25,8,2022,Thursday,COLD BEVERAGE,Weekday,34,0.0
2022-08-25,6,1.5L,1,25,8,2022,Thursday,COLD BEVERAGE,Weekday,34,0.0
2022-08-25,6,1.5L,1,25,8,2022,Thursday,COLD BEVERAGE,Weekday,34,0.0
2022-08-27,6,1.5L,1,27,8,2022,Saturday,COLD BEVERAGE,Weekend,34,0.0
2022-07-22,6,1.5L,2,22,7,2022,Friday,COLD BEVERAGE,Weekday,29,1.1
2022-07-23,6,1.5L,2,23,7,2022,Saturday,COLD BEVERAGE,Weekend,29,0.0
2022-07-24,6,1.5L,1,24,7,2022,Sunday,COLD BEVERAGE,Weekend,29,0.0
